image_path,target
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00348.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00011.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00214.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample038\img038-00002.png,37.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00009.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00035.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00139.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00050.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00088.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00040.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00344.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00220.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00174.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00015.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00205.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00058.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00135.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00023.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00157.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00131.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00381.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00030.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00192.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00369.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00170.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00531.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00088.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00104.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00016.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00029.png,58.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00002.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00038.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00342.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00092.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00115.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00098.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00188.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00041.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00123.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00027.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00045.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00411.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00362.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00193.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample005\img005-00020.png,4.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00014.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00014.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00075.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00033.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00009.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00081.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00199.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00064.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample060\img060-00008.png,59.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00011.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00078.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00086.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00061.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00030.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00006.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00109.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00183.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00040.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00185.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00283.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00086.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00015.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00086.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00002.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00104.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00079.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00023.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00121.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00108.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00023.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00022.png,35.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00054.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00066.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00131.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00112.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00110.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00359.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00087.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00004.png,7.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00007.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00087.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample027\img027-00001.png,26.0
Chars74kDataset/Img\BadImag\Bmp\Sample010\img010-00015.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00107.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00055.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00026.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00025.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00034.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00243.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00068.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00005.png,7.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00251.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00265.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00013.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00273.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00300.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00228.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00046.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00033.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00024.png,26.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00066.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00054.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample059\img059-00004.png,58.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00263.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00004.png,46.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00058.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00202.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00004.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00069.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00081.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00105.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00206.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00008.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00046.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00174.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00358.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00296.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00022.png,60.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00133.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00265.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00045.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00081.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00175.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00335.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00126.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00016.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00378.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00045.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00105.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00036.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00038.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00069.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00075.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00247.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00045.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00079.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00039.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample002\img002-00022.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00012.png,57.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00327.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00457.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00020.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00153.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00079.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00039.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00041.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00053.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00072.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00069.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00124.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00016.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00027.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00109.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00054.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00212.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00063.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00148.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00014.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00034.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00067.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00033.png,5.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00055.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00109.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00011.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00087.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00356.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00083.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00094.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00037.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00113.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00062.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00146.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00036.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00062.png,5.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00248.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00121.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00003.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00082.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00050.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00013.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00071.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00068.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00049.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00054.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00105.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00091.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00034.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00279.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00114.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00138.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00107.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00027.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00084.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00112.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00028.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00024.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00282.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00081.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00072.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00016.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00032.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00002.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample038\img038-00001.png,37.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00014.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00019.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00016.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00194.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00126.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00033.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00151.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00135.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00224.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00046.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00031.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00046.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample034\img034-00004.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00103.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00008.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00030.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00089.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00060.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00039.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00020.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00078.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00130.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00202.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00163.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00047.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00126.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00096.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00136.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00182.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00087.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00523.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00142.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00003.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00105.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00073.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00078.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00055.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00142.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00065.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample004\img004-00022.png,3.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00098.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00057.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample002\img002-00047.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00071.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00041.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00016.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00287.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00070.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00043.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00005.png,48.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00089.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00034.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00017.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00036.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00106.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00004.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample005\img005-00006.png,4.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00022.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00125.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00079.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00044.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00087.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00048.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00016.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00054.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00034.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00143.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00083.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00094.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00100.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00054.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00106.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00082.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00269.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00081.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00031.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00103.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00022.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00101.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00093.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00114.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00044.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00179.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00069.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00090.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00030.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00081.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00259.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00016.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00016.png,46.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00027.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00026.png,54.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00301.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00334.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00053.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00107.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00074.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00056.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00009.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00159.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00030.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00015.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00157.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00184.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00058.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00057.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00161.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00022.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00036.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00082.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00121.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00109.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00061.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00141.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00225.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00122.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00050.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00129.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00009.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00107.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00004.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00147.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00086.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00200.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00025.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00259.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00157.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00315.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00016.png,51.0
Chars74kDataset/Img\BadImag\Bmp\Sample034\img034-00006.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00074.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00010.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00004.png,37.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00021.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00058.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00069.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00237.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00150.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00029.png,8.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00194.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00040.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00124.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00180.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00016.png,25.0
