,image_path,target
176,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00439.png,4.0
9042,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00294.png,4.0
4369,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00011.png,20.0
2473,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00048.png,14.0
9605,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00056.png,14.0
7147,Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00011.png,6.0
9564,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00032.png,11.0
10561,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00218.png,18.0
7703,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00163.png,0.0
9666,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00044.png,2.0
5298,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00140.png,8.0
2447,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00017.png,11.0
5114,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00048.png,13.0
9397,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00170.png,0.0
5216,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00158.png,0.0
8383,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00176.png,3.0
6783,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00091.png,4.0
9278,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00016.png,21.0
1271,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00073.png,12.0
10950,Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00002.png,15.0
7362,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00136.png,4.0
5144,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00015.png,21.0
7167,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00056.png,19.0
327,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00056.png,11.0
10592,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00059.png,13.0
6093,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00097.png,0.0
6292,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00007.png,13.0
7769,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00366.png,14.0
303,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00080.png,21.0
3102,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00019.png,20.0
5713,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00069.png,18.0
11642,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00129.png,14.0
9377,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00062.png,14.0
2273,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00072.png,3.0
4079,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00019.png,3.0
9446,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00170.png,0.0
9138,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00147.png,14.0
6463,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00050.png,24.0
8798,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00022.png,22.0
12110,Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00006.png,24.0
11975,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00083.png,11.0
5981,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00032.png,19.0
3992,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00116.png,11.0
5264,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00122.png,15.0
6275,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00297.png,19.0
6333,Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00029.png,24.0
474,Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00022.png,24.0
7016,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00031.png,15.0
1330,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00096.png,19.0
6077,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00214.png,18.0
3899,Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00005.png,24.0
7534,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00062.png,1.0
4451,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00157.png,18.0
7404,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00101.png,4.0
9972,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00043.png,1.0
11948,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00010.png,22.0
4808,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00343.png,4.0
7201,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00037.png,13.0
5978,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00168.png,0.0
7103,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00036.png,7.0
10742,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00162.png,8.0
11094,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00028.png,23.0
5109,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00172.png,14.0
11516,Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00006.png,12.0
10995,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00108.png,17.0
192,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00017.png,3.0
856,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00346.png,13.0
4238,Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00005.png,10.0
6773,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00139.png,12.0
518,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00055.png,24.0
10320,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00077.png,17.0
2891,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00058.png,15.0
9375,Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00021.png,24.0
5602,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00110.png,14.0
9560,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00070.png,11.0
6692,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00115.png,18.0
7130,Chars74kDataset/Img\GoodImg\Bmp\Sample060\img060-00025.png,23.0
9996,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00100.png,19.0
7438,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00106.png,8.0
1865,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00068.png,14.0
12273,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00061.png,12.0
2942,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00031.png,17.0
8607,Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00030.png,10.0
6136,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00192.png,19.0
4802,Chars74kDataset/Img\BadImag\Bmp\Sample046\img046-00004.png,9.0
7459,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00232.png,4.0
9398,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00426.png,0.0
12332,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00028.png,4.0
9652,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00032.png,6.0
2016,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00085.png,15.0
4931,Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00031.png,7.0
10803,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00009.png,21.0
6721,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00147.png,18.0
3543,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00029.png,14.0
5932,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00103.png,4.0
98,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00192.png,7.0
10227,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00059.png,17.0
101,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00176.png,11.0
10363,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00014.png,2.0
48,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00165.png,4.0
4418,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00018.png,23.0
1524,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00182.png,18.0
4907,Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00036.png,15.0
4358,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00095.png,2.0
9139,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00116.png,13.0
7369,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00078.png,7.0
5127,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00227.png,17.0
11782,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00008.png,1.0
4207,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00017.png,19.0
4812,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00080.png,4.0
7476,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00051.png,20.0
3895,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00026.png,14.0
10257,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00122.png,4.0
6954,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00144.png,13.0
351,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00114.png,3.0
9610,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00099.png,14.0
9689,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00117.png,8.0
12058,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00098.png,8.0
5875,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00007.png,12.0
7840,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00121.png,13.0
4637,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00142.png,18.0
5267,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00134.png,17.0
8530,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00188.png,13.0
780,Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00012.png,1.0
8482,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00043.png,12.0
9902,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00150.png,0.0
8744,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00049.png,17.0
1049,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00061.png,13.0
10999,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00033.png,2.0
2181,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00135.png,13.0
6688,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00098.png,14.0
5732,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00046.png,19.0
264,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00027.png,18.0
2272,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00068.png,4.0
6312,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00020.png,22.0
414,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00040.png,2.0
757,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00090.png,19.0
5604,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00203.png,4.0
9479,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00025.png,13.0
6791,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00054.png,9.0
1850,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00209.png,8.0
9824,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00264.png,4.0
7230,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00177.png,13.0
1931,Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00030.png,9.0
7556,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00151.png,13.0
3011,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00553.png,0.0
2930,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00267.png,8.0
2261,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00044.png,18.0
4881,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00053.png,5.0
933,Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00013.png,15.0
5011,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00200.png,11.0
8689,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00307.png,0.0
8658,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00182.png,0.0
7968,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00109.png,8.0
8702,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00203.png,4.0
3663,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00023.png,19.0
203,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00024.png,2.0
2571,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00045.png,8.0
9217,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00013.png,18.0
9048,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00044.png,3.0
5790,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00246.png,18.0
10107,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00340.png,0.0
11414,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00082.png,15.0
1777,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00019.png,7.0
11735,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00006.png,17.0
8140,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00037.png,7.0
2778,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00006.png,22.0
10272,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00083.png,7.0
6883,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00222.png,8.0
2301,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00069.png,20.0
8299,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00351.png,17.0
71,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00156.png,4.0
7115,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00130.png,8.0
190,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00160.png,18.0
7070,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00073.png,13.0
8100,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00029.png,16.0
6582,Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00023.png,9.0
9588,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00050.png,16.0
8057,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00020.png,4.0
362,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00344.png,4.0
8423,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00033.png,9.0
6076,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00196.png,18.0
4346,Chars74kDataset/Img\GoodImg\Bmp\Sample042\img042-00013.png,5.0
5907,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00352.png,14.0
8995,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00206.png,4.0
969,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00288.png,17.0
10328,Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00025.png,7.0
2951,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00116.png,13.0
751,Chars74kDataset/Img\BadImag\Bmp\Sample060\img060-00002.png,23.0
11173,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00116.png,18.0
7699,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00001.png,12.0
476,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00265.png,13.0
6733,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00151.png,19.0
8377,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00110.png,11.0
8416,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00090.png,0.0
11187,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00052.png,20.0
4278,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00414.png,0.0
5529,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00019.png,8.0
4120,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00095.png,4.0
6133,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00032.png,2.0
3789,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00214.png,4.0
2746,Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00009.png,16.0
2503,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00081.png,13.0
5463,Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00016.png,9.0
6165,Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00007.png,12.0
8061,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00239.png,13.0
1107,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00063.png,14.0
9379,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00001.png,4.0
11109,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00091.png,10.0
4860,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00223.png,8.0
1933,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00104.png,17.0
7895,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00031.png,12.0
8654,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00131.png,18.0
10989,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00138.png,13.0
9809,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00058.png,12.0
4325,Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00023.png,7.0
1653,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00149.png,3.0
7565,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00047.png,23.0
9897,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00008.png,5.0
5483,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00064.png,6.0
6517,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00129.png,13.0
9889,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00143.png,14.0
2029,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00027.png,17.0
5855,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00089.png,3.0
7929,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00225.png,0.0
4332,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00376.png,0.0
8252,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00061.png,14.0
3650,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00066.png,4.0
9983,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00130.png,17.0
8975,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00070.png,20.0
2590,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00213.png,13.0
11712,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00023.png,22.0
10073,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00070.png,14.0
2465,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00113.png,17.0
2866,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00124.png,18.0
273,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00185.png,13.0
991,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00202.png,0.0
3633,Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00005.png,7.0
11076,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00346.png,14.0
9162,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00188.png,4.0
3721,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00207.png,8.0
1080,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00090.png,12.0
6484,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00064.png,8.0
4086,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00046.png,0.0
10767,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00076.png,2.0
1279,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00168.png,11.0
4542,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00022.png,6.0
9160,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00124.png,13.0
3056,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00118.png,0.0
1388,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00033.png,14.0
8943,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00159.png,4.0
5923,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00016.png,10.0
3253,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00247.png,17.0
8260,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00050.png,18.0
11312,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00006.png,18.0
1032,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00109.png,18.0
11252,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00040.png,0.0
735,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00040.png,17.0
8049,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00218.png,17.0
10905,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00079.png,4.0
10439,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00169.png,8.0
6846,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00063.png,1.0
1477,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00033.png,0.0
2339,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00350.png,14.0
359,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00050.png,21.0
4416,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00029.png,4.0
11135,Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00009.png,9.0
6458,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00226.png,8.0
3450,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00012.png,4.0
1937,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00043.png,22.0
9551,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00171.png,0.0
2909,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00154.png,14.0
11158,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00011.png,15.0
6526,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00223.png,8.0
3372,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00025.png,17.0
2317,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00034.png,1.0
9532,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00125.png,8.0
7805,Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00008.png,25.0
4745,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00033.png,17.0
1476,Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00005.png,15.0
11272,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00009.png,13.0
987,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00321.png,13.0
120,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00003.png,5.0
12158,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00045.png,11.0
2926,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00068.png,10.0
4394,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00108.png,7.0
2210,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00115.png,14.0
1445,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00052.png,8.0
3671,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00050.png,15.0
7870,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00330.png,18.0
11276,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00022.png,13.0
11739,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00029.png,14.0
6622,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00071.png,8.0
11222,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00011.png,8.0
6670,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00172.png,7.0
3747,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00063.png,14.0
449,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00265.png,14.0
4413,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00424.png,4.0
2257,Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00039.png,3.0
7474,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00196.png,4.0
8106,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00039.png,0.0
12349,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00077.png,3.0
3690,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00092.png,8.0
568,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00224.png,19.0
2144,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00167.png,0.0
428,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00054.png,18.0
11298,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00017.png,21.0
10735,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00050.png,9.0
10749,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00004.png,5.0
11533,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00226.png,0.0
8578,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00128.png,11.0
8327,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00093.png,19.0
745,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00072.png,14.0
6524,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00264.png,0.0
11511,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00303.png,13.0
1226,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00487.png,0.0
1066,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00043.png,14.0
12481,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00045.png,6.0
5752,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00088.png,18.0
3324,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00254.png,0.0
4660,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00056.png,11.0
11873,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00154.png,0.0
10842,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00123.png,0.0
1402,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00289.png,17.0
2841,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00038.png,16.0
12274,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00028.png,2.0
7935,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00140.png,14.0
1695,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00204.png,4.0
